"year","a_mean","g_mean","h_mean","X0.","X2.5.","X25.","X50.","X75.","X97.5.","X100."
1984,7163.12073368333,5311.25261514309,3808.69850218501,41.2972433283901,1065.75333227322,3075.6925274425,5442.62600007153,9451.42063396022,22725.700472852,81930.7474692914
1985,7953.74102589641,6907.03914762448,5895.08289786195,316.624084042843,2190.79093406364,4852.75446663153,7110.05218325674,10148.7556113792,18468.1387148047,52269.4275008834
1986,4544.6723054732,4318.09107520733,4097.62680496733,747.487273788636,2259.08787921416,3490.52759284791,4342.65634646172,5377.87720695654,7983.57458095137,19403.2939365542
1987,9850.79506943044,8386.1269682525,7078.85711384289,420.830790691729,2645.44197009934,5699.05911224005,8478.42530603951,12504.8283530206,24835.6475726067,78987.2281257704
1988,527.673460008955,316.351033456952,133.479459392401,0.271905354885071,21.9076789087078,162.169478207231,371.393959924251,726.264218406874,1908.03530795234,8389.76660372948
1989,7073.66996481591,6339.81616214689,5591.87483517699,345.931918373648,2239.84877967782,4683.32995120814,6556.01417695833,8901.12962720501,14852.3792513627,39103.088056721
1990,2154.48715991241,1584.81741163676,1138.40003303972,46.9846303302991,321.960197726384,896.517989393337,1627.91908887033,2859.98900928639,6896.59164982146,24121.8753030606
1991,2573.71155103196,2373.0786850105,2182.08424334819,296.214047063279,1045.3117682418,1816.40515327412,2390.60563976338,3126.6943242849,5159.41650391157,15242.7115689787
1992,386.167701245037,353.512540079296,321.952926484069,39.0025503423929,147.244087227872,267.465438827412,358.507342109534,474.722421348459,782.431953625089,2077.13201270892
1993,7111.08014632397,6720.82908582356,6327.88509471078,916.467526551601,3289.2612964439,5391.06755344731,6833.36914913457,8532.26228224265,12507.7672461859,24245.9477031647
1994,5216.18559165984,4716.84948429826,4283.66398968351,605.651828210943,2026.61405114227,3505.16545371934,4665.60730482425,6274.61192833678,11674.7746255674,72905.1004690761
1995,3378.68536949609,3215.63802983903,3056.09267371924,596.594106088882,1694.44874196833,2608.09851327469,3239.37171127076,3994.98597990468,5861.73097401767,12747.0837034091
1996,4314.67994249416,3982.27195770975,3665.50932433336,459.341189694277,1756.08652209307,3062.96151981916,4020.1079905,5220.33464807162,8616.88110365673,27320.9466788966
1997,4704.24172065445,4455.5317664926,4207.3762039826,567.050845171325,2228.24135628482,3588.7803449415,4513.73743121465,5614.33223861481,8258.95935846523,19433.6919437166
1998,4782.65762680708,4226.80958711855,3681.57577549625,214.532668663177,1439.34815466774,3040.14792060083,4345.2287486568,6057.99106145984,10570.8679049351,24835.5368685717
1999,4821.76872154394,4382.74339302534,3969.62740342587,449.572157562119,1803.91663147381,3269.07789423749,4419.2106128323,5932.87726502395,10128.4972392039,29524.1841469751
2000,6825.08523117718,6184.88980772016,5570.35138844321,633.64996102183,2458.21976147079,4590.33084904581,6283.26437103615,8475.11227243549,14257.4159851916,34331.542284639
2001,13129.9176497844,11700.0520151647,10294.1409378126,771.163171831161,4129.25743681331,8506.24344059893,12048.6158438394,16564.3907212525,28311.3245071839,68172.7256484244
2002,3207.47396323219,3026.88112326019,2851.84724968082,391.243192384259,1512.93918335471,2416.93089667668,3048.56321455113,3819.37051556107,5823.68188531888,15483.3762613633
2003,4001.79827823793,3837.69051129566,3672.98723635421,645.858364263144,2092.27633926979,3173.17723250151,3882.50880530391,4699.16389554727,6591.80545926781,12651.704697338
2005,19980.5438007605,18335.5314799537,16710.7741695918,1509.73369358522,7607.23610508461,13930.2964479711,18688.4193361195,24649.1608966478,39601.5408315061,83193.0999871209
2006,13203.8847925683,12001.7679844505,10737.36850307,549.472751881853,4457.28658714759,9082.95449348868,12445.4484263505,16525.5134998393,26179.8924527856,56676.5868250574
2007,23649.8214299215,20369.677534315,16748.9923640844,183.994733561187,5501.27042622655,14491.1563478323,21679.9951373169,30651.7447537655,53015.2039951641,162823.449629289
2008,2382.14741101834,2021.15896610978,1703.76198445177,95.2784861147123,640.907835530492,1362.22682683673,2034.16735061272,3033.10496371628,6071.44911183309,18163.9256899726
2009,1880.26751417418,1577.66076232638,1297.38137776035,32.8968058029798,444.62392456911,1064.85215825455,1617.91287265008,2405.96039742226,4826.3789100793,15670.660517872
2010,10002.15289207,8935.3079331227,7899.34020369248,446.381206477214,3243.89523986332,6514.29183273801,9141.25913419955,12562.7962607437,21620.8776263561,63324.9920868619
2011,22671.4176134651,21958.453066216,21259.3469632325,5630.74008532355,13246.0141368839,18547.413070675,22030.1098116139,26083.4066858854,35808.2089738841,73140.0409343552
2012,6577.70859693388,6355.52442206965,6134.25174289129,1517.71968239853,3703.37063245433,5344.14669465,6403.64741995618,7623.89903101403,10435.7232262423,20335.1344257896
2013,10379.4911187013,10068.915759999,9757.63760468927,2530.0384037114,6046.15429051804,8558.98695291939,10150.6554097103,11949.4485731918,16013.0438391227,28765.5036721309
2014,16187.1367793516,15737.6806478782,15294.7784203017,4293.39291880438,9764.2639070309,13443.8743833571,15789.2335109882,18490.525436115,24875.6765722098,56110.1091457934
2015,18450.3676577385,17980.2317536533,17521.2992470691,5677.94377662732,11478.8398198089,15457.5329117579,17996.8457691359,20924.6797563726,28046.0054253658,68238.635050283
2016,27653.7612564978,27124.4111698731,26594.4394501408,7903.26493806816,18153.4042581227,23812.4499433305,27258.8314717829,31062.8254611393,39374.9997736782,66418.5971007012
2017,25679.2835583151,24813.4327276467,23926.3705660109,5089.1038772233,14153.1995316471,20928.2794577536,25184.6852286049,29893.5722491847,39978.1568271116,69652.0514056042
2018,17402.3324920403,16930.8789861144,16460.9637536417,4447.08211762793,10482.1800208862,14497.5689671429,17036.713314238,19898.9003283406,26423.6109543434,46174.9332838605
2019,14445.460363068,13849.4026602269,13246.1967332709,2722.45360425428,7487.32192953555,11444.3232104128,14040.5755160427,17014.3899850606,23672.8515830217,41413.7238425887
2021,14920.2143990487,13981.3844684957,13007.2305495719,1288.62667209525,6297.23063749776,11069.9249824511,14368.6490608118,18171.8608397718,26674.0622533142,48811.2726378806
2022,6207.08127503711,5814.79847847798,5437.09296059857,853.933589971442,2797.15324496234,4566.35385058177,5854.76745633725,7460.96037042333,11632.9456128688,27579.4790977696
2023,10324.4027334806,9436.69092675657,8591.01968160805,882.398676912812,3960.05403634365,7113.06885975653,9529.88232766643,12667.751393812,21267.0172219311,56236.4083472671
